beer_name,beer_style,brewery_name,review_overall,review_aroma,review_palate,review_taste,average_review
White Mountain Wheat,Hefeweizen,Mogollon Brewing Company,3.5,3.5,4.0,3.5,3.625
Yuzu Ale,Fruit / Vegetable Beer,Maihama Beer Koubou Harvestmoon Brewery At Roti's House,4.0,3.5,3.5,3.5,3.625
Wrasslers XXXX Stout,Irish Dry Stout,The Porterhouse Brewing Company,3.5,3.5,3.5,4.0,3.625
Stocking Filler,Winter Warmer,York Brewery Company Limited,3.5,3.5,3.5,4.0,3.625
It's A Wonderful Ale,American Brown Ale,District ChopHouse & Brewery,4.0,3.0,4.0,3.5,3.625
DeGroen's Maibock,Maibock / Helles Bock,Baltimore Brewing Company,4.0,3.0,4.0,3.5,3.625
FBA,English Bitter,Wm Evan Evans Brewery,3.5,4.0,3.5,3.5,3.625
3 Coins Riva,Witbier,McCallum Brewery,4.0,4.0,3.0,3.5,3.625
Raven's Eye Imperial Stout,Russian Imperial Stout,Eel River Brewing Co.,3.5,3.5,4.0,3.5,3.625
Triple Exultation,Old Ale,Eel River Brewing Co.,3.5,4.0,3.5,3.5,3.625
Hoodoo Voodoo IPA,American IPA,Three Creeks Brewing Co.,3.0,4.0,4.0,3.5,3.625
Markus Brune,English Brown Ale,La Brasserie Du Val De Drôme,3.5,3.5,3.5,4.0,3.625
Old Prospector Pale,American Pale Ale (APA),Three Creeks Brewing Co.,3.5,3.5,3.5,4.0,3.625
Jeremiah's Anniversary Amber,American Amber / Red Ale,CB's Brewing Company,3.5,4.0,3.5,3.5,3.625
Black Bess Stout,English Stout,York Brewery Company Limited,3.5,3.5,3.5,4.0,3.625
Ellie´s Ale,Belgian Pale Ale,District ChopHouse & Brewery,3.5,4.0,3.5,3.5,3.625
Velvet Amber,American Amber / Red Ale,District ChopHouse & Brewery,4.0,3.0,4.0,3.5,3.625
Pub Porter,English Porter,Market Cross Pub & Brewery,4.0,3.0,4.0,3.5,3.625
Lion-Heart Lager,American Pale Lager,Market Cross Pub & Brewery,3.5,3.5,4.0,3.5,3.625
Nikolai IV A,Euro Pale Lager,Oy Sinebrychoff Ab,3.5,3.5,4.0,3.5,3.625
Mountain Goat Alt Spice,Altbier,Mountain Goat Beer Pty Ltd,4.0,4.0,2.5,4.0,3.625
Hopmonk Kellerbier,Keller Bier / Zwickel Bier,Hopmonk Tavern,3.5,3.5,4.0,3.5,3.625
Koff IV B (Extra Strong Beer),Euro Strong Lager,Oy Sinebrychoff Ab,4.0,3.0,4.0,3.5,3.625
Carrabassett Winter Ale,Winter Warmer,Casco Bay Brewing Co.,4.0,3.5,3.5,3.5,3.625
Scary Ferris Wheel,Vienna Lager,Granite City Food & Brewery,3.5,4.0,3.5,3.5,3.625
CB's Christmas Ale,Winter Warmer,CB's Brewing Company,4.0,3.0,3.5,4.0,3.625
Avalanche Light,American Pale Lager,Kutztown Tavern,4.0,3.0,3.5,4.0,3.625
Hefeweisse,Hefeweizen,Tun Tavern,3.5,4.0,3.5,3.5,3.625
Cherry Cream Stout,American Stout,Tun Tavern,3.5,4.0,3.5,3.5,3.625
Cocoa Fuego Chocolate Chili Ale,Chile Beer,Tun Tavern,4.0,3.5,3.5,3.5,3.625
Crimson Ale,American Amber / Red Ale,Tun Tavern,4.0,3.5,3.5,3.5,3.625
Summer Weiss,Hefeweizen,Tun Tavern,3.0,4.0,4.0,3.5,3.625
Mothership Wit (Organic Wheat Beer),Witbier,New Belgium Brewing,3.5,4.0,3.0,4.0,3.625
Sonne Landbier,Keller Bier / Zwickel Bier,Brauerei Zur Sonne,4.0,3.5,3.5,3.5,3.625
Sticky Fingers,American Pale Ale (APA),Crazy Mountain Brewing Company,3.5,3.5,4.0,3.5,3.625
Lips Of Faith - Jared's Smoked Peach Porter,American Porter,New Belgium Brewing,3.5,4.0,3.5,3.5,3.625
Mountain Livin' Pale Ale,American Pale Ale (APA),Crazy Mountain Brewing Company,3.5,3.5,4.0,3.5,3.625
The Farmer's Friend,American Pale Ale (APA),St. Elias Brewing Company,3.5,4.0,3.5,3.5,3.625
Freigeist R. Woodhouse Vs. M. Castevet,Herbed / Spiced Beer,Gasthaus-Brauerei Braustelle,3.5,4.0,3.0,4.0,3.625
"Auerhahn-Bräu Urhahn, Helles Alt",Altbier,Hochstiftliches Brauhaus,3.5,3.5,4.0,3.5,3.625
Saison (Bottle),Saison / Farmhouse Ale,Odonata Beer Company,3.5,3.5,4.0,3.5,3.625
Pudge 72 Porter,American Porter,Lunar Brewing,4.0,3.0,3.5,4.0,3.625
Oat Stout,Oatmeal Stout,The Bier Brewery,3.5,4.0,3.5,3.5,3.625
Cascadian Light Ale,English Pale Ale,The Bier Brewery,3.5,3.5,4.0,3.5,3.625
Belgian Scotch Ale,Scotch Ale / Wee Heavy,Lunar Brewing,3.5,3.5,4.0,3.5,3.625
Maeght Van Gottem,Belgian Strong Pale Ale,Huisbrouwerij Sint Canarus,3.5,3.5,3.5,4.0,3.625
Lips Of Faith - Dandelion Ale,American Blonde Ale,New Belgium Brewing,3.5,3.5,4.0,3.5,3.625
Lips Of Faith - Imperial Berliner Style Weisse,Berliner Weissbier,New Belgium Brewing,3.5,3.5,3.5,4.0,3.625
Toernichoise,Belgian Dark Ale,Brasserie Artisanale Millevertus De Toernich,3.5,4.0,3.5,3.5,3.625
St. George,English Bitter,Welton's Brewery,3.5,3.5,4.0,3.5,3.625
Munich Dunkel (Tavern Lager),Munich Dunkel Lager,Kutztown Tavern,3.5,3.5,3.5,4.0,3.625
Apricot Lager,Fruit / Vegetable Beer,Kutztown Tavern,3.5,3.5,3.5,4.0,3.625
Dr. Dremo's Apple Beer,Fruit / Vegetable Beer,Shenandoah Brewing Co.,3.5,3.5,4.0,3.5,3.625
Cocoa Porter,American Porter,Shenandoah Brewing Co.,3.5,4.0,3.5,3.5,3.625
Goachers Crown Imperial Stout,Russian Imperial Stout,P&DJ Goacher,3.5,3.5,3.5,4.0,3.625
Ledenika Tumno,Schwarzbier,Pivovaren Zavod Ledenika,4.0,3.5,3.5,3.5,3.625
Holsbeek Lente Tripel,Tripel,Brouwerij De Vlier,3.5,4.0,3.5,3.5,3.625
Pontificale,Belgian Strong Pale Ale,Brouwerij De Leckere,3.5,4.0,3.5,3.5,3.625
Utrechtse Speciaalbierbrouwerij Willibrord Bokbier,Bock,Brouwerij De Leckere,3.5,4.0,3.5,3.5,3.625
Weiss & Virtue,Hefeweizen,2nd Shift Brewery,3.5,4.0,3.5,3.5,3.625
Pigs Fly Pale Ale,English Pale Ale,Bowral Brewing Company,3.5,3.5,3.5,4.0,3.625
Ligera,American Pale Ale (APA),Birrificio Lambrate,3.5,3.5,4.0,3.5,3.625
Hausbéier,Euro Pale Lager,Brasserie Bofferding,4.0,3.5,3.5,3.5,3.625
Lennet Bier,Kölsch,Lennet Brau- Und Vertriebsgesellschaft,3.5,3.5,4.0,3.5,3.625
Pale De Provance,Herbed / Spiced Beer,HopCat,4.0,3.5,3.5,3.5,3.625
Red Tide Amber Ale,American Amber / Red Ale,Hollywood Beach Brewing Company,4.0,3.5,3.5,3.5,3.625
Cat Spit Stout,American Stout,2nd Shift Brewery,3.5,3.0,4.5,3.5,3.625
Somersault,American Blonde Ale,New Belgium Brewing,3.5,4.0,3.5,3.5,3.625
Hope And Glory,English Bitter,Brentwood Brewing Co. Ltd,3.5,3.5,4.0,3.5,3.625
Wee-Heavy Winter Ale 2008,Scotch Ale / Wee Heavy,CB's Brewing Company,3.5,4.0,3.5,3.5,3.625
Bohemian Hopsody,Czech Pilsener,New Old Lompoc Brewery,3.5,4.0,3.5,3.5,3.625
Southampton Abbey Single,Belgian Pale Ale,Southampton Publick House,4.0,3.5,3.5,3.5,3.625
Gastown Amber Ale,American Amber / Red Ale,Granville Island Brewery,3.5,3.5,4.0,3.5,3.625
Ertvelds Wit,Witbier,Brouwerij Van Steenberge N.V.,4.0,3.5,3.5,3.5,3.625
Boucanier Christmas,Belgian Strong Pale Ale,Brouwerij Van Steenberge N.V.,3.5,3.5,4.0,3.5,3.625
Bière Du Boucanier Caribbean Ale,Belgian Pale Ale,Brouwerij Van Steenberge N.V.,3.5,3.5,4.0,3.5,3.625
Hop Rising Double IPA,American Double / Imperial IPA,Squatters Pub Brewery,3.5,3.5,3.5,4.0,3.625
Klokke Roeland,Belgian Strong Dark Ale,Brouwerij Van Steenberge N.V.,4.0,3.0,4.0,3.5,3.625
Five Hop Imperial Wheat Ale,American Pale Wheat Ale,Nikenjayamochi Kadoya Honten Co. / Ise Kadoya Brewery,3.5,4.0,3.5,3.5,3.625
Old-School American Lager,American Pale Lager,Market Garden Brewery,3.5,3.5,4.0,3.5,3.625
Fusion Hopped Pilsner,German Pilsener,Dead Frog Brewing,3.5,3.5,4.0,3.5,3.625
Chocolate Mint Brown Ale,American Brown Ale,Dead Frog Brewing,3.5,4.0,3.0,4.0,3.625
Tiotaggare,English Strong Ale,Jämtlands Bryggeri AB,3.5,4.0,3.5,3.5,3.625
Fallen Angel Bitter,English Bitter,Jämtlands Bryggeri AB,4.0,3.5,3.5,3.5,3.625
S1nist0r Black Ale,American Brown Ale,10 Barrel Brewing Co.,3.5,3.5,3.5,4.0,3.625
Hell,Munich Helles Lager,Jämtlands Bryggeri AB,4.0,3.0,4.0,3.5,3.625
Bitter Sweet Symphony,Belgian IPA,Brouwerij 't Gaverhopke,3.5,4.0,3.0,4.0,3.625
Precursor,American Amber / Red Ale,10 Barrel Brewing Co.,3.5,4.0,3.5,3.5,3.625
Belgian Amber,Belgian Pale Ale,Southampton Publick House,3.0,5.0,3.0,3.5,3.625
Southampton Schwarzbier,Schwarzbier,Southampton Publick House,3.0,3.5,4.5,3.5,3.625
Southampton IPA,American IPA,Southampton Publick House,3.5,4.0,3.5,3.5,3.625
Tikka Gold,German Pilsener,Brouwerij Van Steenberge N.V.,4.0,3.5,4.0,3.0,3.625
Augustijn Brune,Belgian Dark Ale,Brouwerij Van Steenberge N.V.,3.5,3.5,3.5,4.0,3.625
Croy Dubbel,Dubbel,Brouwerij Van Steenberge N.V.,3.5,3.5,4.0,3.5,3.625
Prospector Pale,American Pale Ale (APA),Skagway Brewing Company,3.5,4.0,3.5,3.5,3.625
Proletariat Red - Barrel Aged,American Amber / Red Ale,New Old Lompoc Brewery,3.5,3.5,4.0,3.5,3.625
Upsetter Belgian Barleywine,American Barleywine,New Old Lompoc Brewery,3.5,3.5,3.5,4.0,3.625
Proletariat Red,American Amber / Red Ale,New Old Lompoc Brewery,3.5,3.5,4.0,3.5,3.625
Chocolate Cherry Bomb Imperial Stout,Russian Imperial Stout,Ellicottville Brewing Co.,3.5,3.5,4.0,3.5,3.625
Hopicity,English India Pale Ale (IPA),Ellicottville Brewing Co.,3.5,3.0,4.0,4.0,3.625
Chilkoot Trail IPA,American IPA,Skagway Brewing Company,4.0,3.0,4.0,3.5,3.625
Boom Town Brown,American Brown Ale,Skagway Brewing Company,3.5,3.5,3.5,4.0,3.625
Scottish Wee Heavy,Scottish Ale,Skagway Brewing Company,3.5,3.5,3.5,4.0,3.625
Oosik Stout,Irish Dry Stout,Skagway Brewing Company,3.5,3.5,4.0,3.5,3.625
Blizzard Bock,Bock,Flying Bison Brewing Company,4.0,3.0,3.5,4.0,3.625
Harvester Wheat,American Pale Wheat Ale,River City Brewing Co.,4.0,3.5,3.5,3.5,3.625
Jersey Shore Gold,American Blonde Ale,Hunterdon Brewing Company,4.0,3.0,3.5,4.0,3.625
Hobsons  Mild,English Dark Mild Ale,Hobsons Brewery,3.5,4.0,3.5,3.5,3.625
Barrel Roll Bock,Maibock / Helles Bock,Flying Bison Brewing Company,3.5,3.5,3.5,4.0,3.625
Propeller Nut Brown,American Brown Ale,Flying Bison Brewing Company,4.0,3.5,3.5,3.5,3.625
Sunrise Amber,American Amber / Red Ale,Flying Bison Brewing Company,3.5,3.5,4.0,3.5,3.625
Dry Irish Stout,Irish Dry Stout,McMenamins Mill Creek,3.5,4.0,3.5,3.5,3.625
Bozone Select Ale,American Pale Ale (APA),Bozeman Brewing Company,3.5,4.0,3.0,4.0,3.625
Keller Helles,Keller Bier / Zwickel Bier,Southampton Publick House,3.5,3.5,3.5,4.0,3.625
Southampton Abbey Double,Dubbel,Southampton Publick House,4.0,3.5,3.5,3.5,3.625
The Old Toad Nut Brown Ale,English Brown Ale,CB's Brewing Company,3.5,3.5,4.0,3.5,3.625
Southampton Saison Brun,Saison / Farmhouse Ale,Southampton Publick House,3.5,4.0,3.5,3.5,3.625
Withens IPA,English India Pale Ale (IPA),Little Valley Brewing Ltd,4.0,3.5,3.5,3.5,3.625
Tod's Blonde,English Pale Ale,Little Valley Brewing Ltd,3.5,4.0,3.5,3.5,3.625
Givrée Frasnoise,Belgian Pale Ale,Brasserie Artisanale La Frasnoise,4.0,3.5,3.5,3.5,3.625
Summer Sky Hefeweizen,American Pale Wheat Ale,Roosterfish Brewing Co.,3.0,4.5,3.0,4.0,3.625
Butternut Pale Ale,American Pale Ale (APA),Roosterfish Brewing Co.,4.0,3.5,3.0,4.0,3.625
Original Dark Nut Brown Ale,American Brown Ale,Roosterfish Brewing Co.,3.5,3.5,4.0,3.5,3.625
Golden Belgian,Belgian Strong Pale Ale,Roosterfish Brewing Co.,3.5,4.0,3.5,3.5,3.625
Green Flash 2008 Surf's Up Symposium IPA,American IPA,Green Flash Brewing Co.,3.5,3.5,4.0,3.5,3.625
Green Flash Sugar Smack,Dubbel,Green Flash Brewing Co.,3.5,4.0,3.5,3.5,3.625
Brewery #10 Ale,American Brown Ale,CB's Brewing Company,3.5,4.5,3.5,3.0,3.625
Treasure Chest,Belgian Pale Ale,Green Flash Brewing Co.,3.5,3.5,3.5,4.0,3.625
Green Flash Anniversary Ale 2004,American Barleywine,Green Flash Brewing Co.,3.5,3.5,4.0,3.5,3.625
"""Talk To Me"" IPA",American IPA,CB's Brewing Company,3.5,4.0,4.0,3.0,3.625
Cream Porter,American Porter,CB's Brewing Company,3.5,4.0,3.5,3.5,3.625
McArdle's Irish Ale,Irish Red Ale,CB's Brewing Company,4.0,3.5,3.5,3.5,3.625
Saison Harvest Ale,Saison / Farmhouse Ale,New Belgium Brewing,4.0,3.5,3.5,3.5,3.625
J. G. Crummers Kick Arse Ale,American Amber / Red Ale,CB's Brewing Company,4.5,3.5,3.0,3.5,3.625
Wet Whiskers IPA,American IPA,CB's Brewing Company,3.5,4.5,3.0,3.5,3.625
Johnny's Irish Red,Irish Red Ale,CB's Brewing Company,4.0,3.0,3.5,4.0,3.625
Zolotoy Ural Svetliy,Euro Pale Lager,Zolotoy Ural OAO,3.5,3.5,3.5,4.0,3.625
Hop Thread,English Pale Ale,Salopian Brewing Company Ltd,3.5,3.5,4.0,3.5,3.625
Headwall Alt,Altbier,Tuckerman Brewing Co.,4.0,3.0,3.5,4.0,3.625
Southampton Biere De Mars,Bière de Garde,Southampton Publick House,4.0,3.0,4.0,3.5,3.625
Westheimer Oktoberfest,Märzen / Oktoberfest,Brauerei Westheim GmbH,4.5,2.5,4.0,3.5,3.625
Mort Subite Oude Gueuze,Gueuze,Brouwerij Mort Subite,3.5,3.5,3.5,4.0,3.625
Mort Subite Framboise,Lambic - Fruit,Brouwerij Mort Subite,3.5,3.5,3.5,4.0,3.625
Mort Subite Peche,Lambic - Fruit,Brouwerij Mort Subite,3.5,3.5,3.5,4.0,3.625
Ballards Right Angler,English Barleywine,Ballard's Brewery Limited,3.5,3.5,3.5,4.0,3.625
Brauerei Königshof Pils,Czech Pilsener,Brauerei Königshof,3.5,3.5,3.5,4.0,3.625
Ballards Best Bitter,English Bitter,Ballard's Brewery Limited,4.0,3.5,3.5,3.5,3.625
Vanilla Cream Stout,American Stout,Abbey Wright Brewing Co.,3.5,3.5,4.0,3.5,3.625
Vanilla Latte Stout,American Stout,Abbey Wright Brewing Co.,3.5,3.5,3.5,4.0,3.625
Festie,Märzen / Oktoberfest,Starr Hill Brewery,3.5,3.5,3.5,4.0,3.625
Double White Ale,Witbier,Southampton Publick House,4.5,4.0,3.0,3.0,3.625
Sainte Source IPA,American IPA,Brasseurs De La Mauricie,3.5,3.5,3.5,4.0,3.625
16th Anniversary Wood Aged,American Double / Imperial IPA,Great Divide Brewing Company,3.5,3.5,4.0,3.5,3.625
Whitewater Wheat Ale,Hefeweizen,Great Divide Brewing Company,4.0,3.5,3.5,3.5,3.625
Bretty Yeti,American Double / Imperial Stout,Great Divide Brewing Company,3.5,4.0,3.5,3.5,3.625
Belgian Style Yeti,Russian Imperial Stout,Great Divide Brewing Company,3.5,4.0,3.0,4.0,3.625
Belgian Barley Wine,American Barleywine,Great Divide Brewing Company,3.5,4.0,3.5,3.5,3.625
Sonic Boom,American Stout,Starr Hill Brewery,3.5,3.5,4.0,3.5,3.625
Nimbus Hefeweizen,Hefeweizen,Nimbus Brewing Company,4.0,3.5,3.5,3.5,3.625
Samuel Adams Pale Ale,English Pale Ale,Boston Beer Company (Samuel Adams),4.0,3.5,4.0,3.0,3.625
Nimbus Doppel Bock,Doppelbock,Nimbus Brewing Company,3.0,3.5,4.0,4.0,3.625
Cherry Wit,Witbier,Freetail Brewing Company,4.0,3.5,3.5,3.5,3.625
Holiday Winterfest,Winter Warmer,John Harvard's Brewery & Ale House,3.5,3.5,4.0,3.5,3.625
Northern Lights Honey Spice,Herbed / Spiced Beer,John Harvard's Brewery & Ale House,3.5,4.0,3.0,4.0,3.625
Local Hero #9,Dubbel,Big Al Brewing,4.0,3.5,3.5,3.5,3.625
Sourlicious,Flanders Red Ale,Big Al Brewing,4.0,3.5,3.0,4.0,3.625
Rockpiles Imperial Porter,American Porter,Port Brewing Company / Pizza Port,4.0,3.0,4.0,3.5,3.625
Mousel Altmunster,Euro Pale Lager,Brasserie de Luxembourg Mousel -Diekirch SA,3.5,3.5,4.0,3.5,3.625
Cowabunga Cream Stout,Milk / Sweet Stout,Port Brewing Company / Pizza Port,4.0,3.5,3.5,3.5,3.625
Verhaege Kriek (Kriekenbier),Flanders Red Ale,Brouwerij Verhaeghe,3.5,3.5,4.0,3.5,3.625
Blackhole Imperial Oatmeal Porter,American Porter,North Star Craft Brewery,3.5,4.0,3.5,3.5,3.625
River Horse Hop Hazard Pale Ale,American Pale Ale (APA),River Horse Brewing Co.,3.5,4.0,3.5,3.5,3.625
Prickly Pear Wit,Witbier,Freetail Brewing Company,3.5,4.0,3.5,3.5,3.625
House Brown (HB 660),American Brown Ale,Freetail Brewing Company,3.5,3.5,4.0,3.5,3.625
Two,Dubbel,Freetail Brewing Company,3.5,4.0,3.5,3.5,3.625
Ne Goeien Saison,Saison / Farmhouse Ale,Port Brewing Company / Pizza Port,3.5,4.0,3.5,3.5,3.625
Hopothesis D,American Black Ale,Freetail Brewing Company,3.5,3.5,4.0,3.5,3.625
Buck Wit,Witbier,Freetail Brewing Company,3.5,3.5,4.0,3.5,3.625
Outlaw McCaw,American Dark Wheat Ale,Freetail Brewing Company,3.5,3.5,3.5,4.0,3.625
A Beer Called Tim,Schwarzbier,Freetail Brewing Company,4.0,3.5,3.5,3.5,3.625
Hop Brewtality,American IPA,Freetail Brewing Company,3.5,4.0,3.5,3.5,3.625
Shoreditch,English Pale Ale,John Harvard's Brewery & Ale House,4.0,3.5,3.5,3.5,3.625
Cold As Helles Lager,Munich Helles Lager,John Harvard's Brewery & Ale House,3.5,4.0,3.5,3.5,3.625
Ginga Kogen German Classic,German Pilsener,Ginga Kogen Beer,3.5,3.5,4.0,3.5,3.625
Blackout IPA,American Black Ale,John Harvard's Brewery & Ale House,4.0,3.5,3.5,3.5,3.625
Burning Bridge Bock,Bock,John Harvard's Brewery & Ale House,3.0,3.5,4.0,4.0,3.625
Dunkel Lager,Munich Dunkel Lager,Chuckanut Brewery & Kitchen,3.5,3.5,3.5,4.0,3.625
Session Blonde,American Blonde Ale,Chuckanut Brewery & Kitchen,3.5,3.5,3.5,4.0,3.625
Dortmunder Amber,Dortmunder / Export Lager,John Harvard's Brewery & Ale House,3.5,4.0,3.5,3.5,3.625
Three Threads Porter,English Porter,John Harvard's Brewery & Ale House,4.0,3.5,3.5,3.5,3.625
Blue Skies In Brugge,Fruit / Vegetable Beer,John Harvard's Brewery & Ale House,3.5,3.5,3.5,4.0,3.625
Holiday Red,Belgian Dark Ale,John Harvard's Brewery & Ale House,3.5,3.5,3.5,4.0,3.625
Caroco-Weizen,American Dark Wheat Ale,John Harvard's Brewery & Ale House,3.5,3.5,4.0,3.5,3.625
Left Coast IPA,American IPA,John Harvard's Brewery & Ale House,2.5,4.5,3.5,4.0,3.625
Frank's 1st IPA,American IPA,John Harvard's Brewery & Ale House,3.5,3.5,3.5,4.0,3.625
Speculator,American Pale Ale (APA),James Squire Brewhouse / Portland Hotel,3.0,4.0,3.5,4.0,3.625
Beach Bum Brown,American Brown Ale,John Harvard's Brewery & Ale House,4.0,3.5,3.5,3.5,3.625
Foo Fighter IPA,American Double / Imperial IPA,John Harvard's Brewery & Ale House,3.0,4.0,4.0,3.5,3.625
Belgian Quad,Quadrupel (Quad),John Harvard's Brewery & Ale House,3.5,3.5,3.5,4.0,3.625
Mo' Bay Stout,Irish Dry Stout,John Harvard's Brewery & Ale House,3.5,3.5,4.0,3.5,3.625
William's Dark Wheat,American Dark Wheat Ale,John Harvard's Brewery & Ale House,4.0,3.5,3.5,3.5,3.625
Abbey De Dunster,Belgian Pale Ale,John Harvard's Brewery & Ale House,4.0,3.5,3.5,3.5,3.625
Two Centurions,American IPA,James Squire Brewhouse / Portland Hotel,3.5,4.0,3.5,3.5,3.625
Torpor Porter,American Porter,Freetail Brewing Company,4.0,4.0,3.5,3.0,3.625
Primavera Prematura,Saison / Farmhouse Ale,Freetail Brewing Company,3.5,4.0,3.5,3.5,3.625
Genesee 12 Horse Celebrated Ale,English Pale Ale,Genesee Brewing Co. / Dundee Brewing Co.,4.0,3.5,3.5,3.5,3.625
RealTail Collaboration 2011 (with Real Ale),Witbier,Freetail Brewing Company,3.5,3.5,4.0,3.5,3.625
König Ludwig Weissbier Leicht,Hefeweizen,Kaltenberg International / König Ludwig International GmbH & Co.KG,3.5,3.5,4.0,3.5,3.625
Kaltenberg Oktoberfest,Märzen / Oktoberfest,Kaltenberg International / König Ludwig International GmbH & Co.KG,3.5,3.5,4.0,3.5,3.625
Southport  Mashing Pumpkin,Pumpkin Ale,SBC Restaurant & Brewery - Milford,3.5,4.0,3.5,3.5,3.625
Rio Arriba Porter,American Porter,Raccoon River Brewing Company,4.0,3.0,3.5,4.0,3.625
Southport Big Head Blonde,American Blonde Ale,SBC Restaurant & Brewery - Milford,4.0,3.0,4.0,3.5,3.625
Homestead Red,American Amber / Red Ale,Raccoon River Brewing Company,4.0,3.5,3.5,3.5,3.625
Stonecutter Stout,American Stout,Raccoon River Brewing Company,4.0,4.0,3.0,3.5,3.625
Southport Silver Sands Stout,American Stout,SBC Restaurant & Brewery - Milford,4.0,3.0,4.0,3.5,3.625
Southport Wepawaug IPA,English India Pale Ale (IPA),SBC Restaurant & Brewery - Milford,3.5,3.5,3.5,4.0,3.625
Whitetail Golden Ale,American Blonde Ale,Rock Art Brewery,3.5,3.5,4.0,3.5,3.625
Vermont Hop Harvest,American Pale Ale (APA),Rock Art Brewery,4.0,2.5,4.0,4.0,3.625
Markgrafenbräu Pilsener,German Pilsener,Winkels Getränke GmbH & Co./Markgrafenbräu,4.0,3.5,3.5,3.5,3.625
Olimpia Kvas,Kvass,SP Etrus,4.0,3.5,3.0,4.0,3.625
Rosenheimer Helles,Munich Helles Lager,AuerBräu AG,3.5,3.5,4.0,3.5,3.625
Chiemseer Braustoff,Munich Helles Lager,AuerBräu AG,3.5,3.5,3.5,4.0,3.625
Rosita Cervesa Artesanal De Tarragona,Herbed / Spiced Beer,Cerveses La Gardènia,3.5,4.0,3.5,3.5,3.625
Sibirskaya Korona Klassichiskoye,Euro Pale Lager,Pivzavod AO Rosar,4.0,3.5,3.5,3.5,3.625
Market Street Pilsener,German Pilsener,Bohannon Brewery / Market Street Brewery,3.5,4.0,3.5,3.5,3.625
Bohannon Pale Ale,American Pale Ale (APA),Bohannon Brewery / Market Street Brewery,3.5,3.5,3.5,4.0,3.625
Southport Charles Island English Pale Ale,English Pale Ale,SBC Restaurant & Brewery - Milford,3.5,3.5,3.5,4.0,3.625
Raj,Euro Pale Lager,Artos Breweries Ltd,4.0,3.5,3.5,3.5,3.625
Elk Dandee,Herbed / Spiced Beer,Elk Head Brewing Company,3.5,4.0,3.0,4.0,3.625
Baltic Porter,American Porter,West Virginia Brewing Company,4.0,4.0,3.0,3.5,3.625
Roadrunner IPA,American IPA,Blue Corn Brewery,4.0,3.5,3.5,3.5,3.625
End Of The Trail Brown Ale,English Brown Ale,Blue Corn Brewery,4.0,3.0,3.5,4.0,3.625
Wildflower Wheat,American Pale Wheat Ale,Blue Corn Brewery,4.0,3.5,3.5,3.5,3.625
Woodicus,American Wild Ale,Freetail Brewing Company,3.5,3.5,4.0,3.5,3.625
The Plunge,American Double / Imperial IPA,Kern River Brewing Company,3.5,4.0,3.5,3.5,3.625
1850 London Porter,English Porter,Full Circle Brewing Co.,3.0,3.0,4.0,4.5,3.625
Barbe Rouge,Belgian Strong Pale Ale,Brouwerij Verhaeghe,4.0,3.0,3.5,4.0,3.625
Lierse Caves,Flanders Red Ale,Brouwerij Verhaeghe,3.0,4.0,4.0,3.5,3.625
Cheat Mountain Gold,American Blonde Ale,West Virginia Brewing Company,3.5,3.5,4.0,3.5,3.625
Schornstein Pilsen Natural,Keller Bier / Zwickel Bier,Cervejaria Schornstein,3.5,3.5,4.0,3.5,3.625
Hipp-O-Lantern,Pumpkin Ale,River Horse Brewing Co.,4.0,3.5,3.5,3.5,3.625
Burnt Sugar Ale,American Amber / Red Ale,River Horse Brewing Co.,3.5,4.0,3.5,3.5,3.625
Kulturbrauerei Kräusen,Keller Bier / Zwickel Bier,Kulturbrauerei Heidelberg,4.0,3.5,3.5,3.5,3.625
Frambozenbier,Fruit / Vegetable Beer,Red Star Brewery & Grill,3.5,4.0,3.5,3.5,3.625
Quinner's Lighter Shade Of Irish Red,Irish Red Ale,Red Star Brewery & Grill,4.0,3.5,3.5,3.5,3.625
Mossiface Pale Ale,American Pale Ale (APA),Bullant Brewery,3.5,3.5,4.0,3.5,3.625
Red Star General Coulter's Oatmeal Stout,Oatmeal Stout,Red Star Brewery & Grill,4.0,3.0,4.0,3.5,3.625
The Kat Sass,Dortmunder / Export Lager,Red Star Brewery & Grill,3.5,3.5,3.5,4.0,3.625
Long Island Light Lager,Light Lager,John Harvard's Brewery & Ale House,3.5,3.5,4.0,3.5,3.625
Double Take IPA,American IPA,Genesee Brewing Co. / Dundee Brewing Co.,3.5,3.5,4.0,3.5,3.625
Das Koma,American Pale Wheat Ale,Bear Republic Brewing Co.,3.5,3.5,4.0,3.5,3.625
Shorty's Revenge,American Strong Ale,E.J. Phair Brewing Company,3.5,3.5,3.5,4.0,3.625
Mike Duggan #24 Altbier,Altbier,Duggan's Brewery,4.0,3.5,3.5,3.5,3.625
Highland Ale,Scotch Ale / Wee Heavy,Bull & Bush Pub & Brewery,4.0,3.0,3.5,4.0,3.625
Union Jack,English Strong Ale,Bull & Bush Pub & Brewery,3.5,3.5,4.0,3.5,3.625
Captain Midnight,Saison / Farmhouse Ale,Bull & Bush Pub & Brewery,4.0,3.5,4.0,3.0,3.625
Hop Karl,American Pale Ale (APA),Bull & Bush Pub & Brewery,3.5,3.5,4.0,3.5,3.625
Baden Baden Cristal,Czech Pilsener,Cervejaria Baden Baden,4.0,2.5,4.0,4.0,3.625
Mols Øl,Scottish Gruit / Ancient Herbed Ale,WinterCoat,3.5,4.0,3.0,4.0,3.625
